,Chat_msg,sent,sentiment
21141,hello,,0
21142,welcomee,,0
21143,gm,,0
21144,sup,,0
21145,gm,,0
21146,sup guys,,0
21147,heyheyhey,,0
21148,yoyo from culture,,0
21149,hello guys,,0
21150, or ,,0
21151,woopwoop,,1
21152,yoo,,0
21153,woopwoop,,1
21154,yo,,0
21155,woopwoop,,1
21156,yoooo,,0
21157,yoo,,0
21158,yo,,0
21159,what about original,,0
21160,thanks fam  ,,0
21161,my pleasure,,0
21162,premium is the way you can do it  ,,1
21163,thank you lethal,,0
21164,hope some day i can be a premium at least,,1
21165,i will pass the suggestion to the team,,0
21166,so for premium   shark  whale,,1
21167,av ,,0
21168,i think for people that won a wl giveaway in their daos,,1
21169,will you create one along the line,,0
21170,that s much i m not that rich     maybe i ll try premium or original,,0
21171,hi,,0
21172,woopwoop,,1
21173,woopwoop,,1
21174,youre late then im afraid,,0
21175,we dont have one sorry,,0
21176,sup,,0
21177, hello sir how are you,,0
21178,yeah most likely the collab is done if the form expired,,0
21179,  ,,0
21180,what form is that,,0
21181,which form,,0
21182,maybe its closed i have no idea,,0
21183,hey,,0
21184,hey,,0
21185, ,,0
21186,hey fam,,0
21187,no i cant fill the form its empty,,-1
21188,hii,,0
21189,woop woop   ,,1
21190,happy  of july weekend to all stay safe,,1
21191,hi from hyperspace,,0
21192,yoo,,0
21193,im from hyperspace,,0
21194,hi,,0
21195, ,,0
21196,yo,,0
21197,hey  ,,0
21198,hii,,0
21199,hahahahah,,0
21200, fam,,0
21201,all good,,0
21202,hii,,0
21203,how many bohemia do i need to be a bohemia whale  ,,1
21204,you won a giveaway in your dao,,1
21205,formempty,,0
21206,role info channel,,0
21207,formempty,,0
21208,mine is closed,,0
21209, hey sir,,0
21210,hii,,0
21211,but i think application is closed now,,0
21212,oh ok,,0
21213,the form is in your dao,,0
21214,hii,,0
21215,wait for  or some mods i have no idea also ,,0
21216,what s good,,0
21217,hey fam what s good,,0
21218,yes,,0
21219,which form you mean wl form,,1
21220,you know i put all the sol i accumulated for more than  month here because i do believe in it,,0
21221,where can i fill the form,,0
21222,hi,,0
21223,hihi from neo hunters,,0
21224,yeh bro its a good project,,1
21225,i havent eat anything from the morning haha,,-1
21226,yeah me too,,0
21227,yo,,0
21228,hi can anyone check my ticket   ,,0
21229,now ready to eat,,0
21230,i had to cook haha,,0
21231,just got back from work,,0
21232,oh man busy day,,0
21233, how is it going buddy,,0
21234,whats good,,0
21235,wonder what the odds are lol,,0
21236,hmmm i filled out like  forms,,0
21237,hey fam,,0
21238,hi guys,,0
21239,happy to buy my first bohemian and join this lovely community wont regret this descision my whole life,,1
21240,yeh bro,,0
21241,yooo,,0
21242,lovely community for sure,,1
21243,gm,,0
21244,gm,,0
21245,hey,,0
21246,yo,,0
21247,welcome everyone,,0
21248,yo,,0
21249,hi sir   ,,0
21250,your welcome mate,,0
21251, hello sir,,0
21252,gm,,0
21253,thank you  ,,0
21254,hey sup,,0
21255,gm,,0
21256,bi,,0
21257,yoo,,0
21258,welcomee,,0
21259,hello fam,,0
21260, ,,0
21261,welcome to bohemia everyone  ,,1
21262,gm,,0
21263,yo,,0
21264,hello   ,,0
21265,gm,,0
21266,hi,,0
21267,welcomee,,0
21268,check out   and   for fabulosa,,0
21269,welcome to bohemia,,0
21270,from hyperspace ,,0
21271,hello from nftme   ,,0
21272,hii,,0
21273,hey,,0
21274,hello,,0
21275,hello,,0
21276,hi,,0
21277,hello,,0
21278,hii,,0
21279,have a great weekend everyonehearteyes,,1
21280,hi famz,,0
21281,hi,,0
21282,hello all,,0
21283,hi bohemians,,0
21284,thanks,,0
21285,yoop,,0
21286,nothing more than being here bro,,0
21287,yo,,0
21288,hello,,0
21289,hi,,0
21290,good,,0
21291,yoo,,0
21292,im good bro,,0
21293,yo,,0
21294,whats good,,0
21295, ,,0
21296,im great fam wbu,,0
21297,how is everyone anyone doing anything fun this weekend,,0
21298,good my guy about to go grind,,1
21299, sup,,0
21300,all good wbu,,0
21301,all good bro,,0
21302,how are you all,,0
21303,hello welcome all to bohemia fam,,0
21304,what s good fam good afternoon,,0
21305,hello,,0
21306,welcome to bohemia,,0
21307,hey,,0
21308,hello,,0
21309,check,,0
21310,yooo,,0
21311,gm guys,,0
21312,yoo,,0
21313,hello fam,,0
21314,hello,,0
21315,talisman,,0
21316,hello welcome to bohemia everyone for more info on fabulosa check here     and ,,0
21317, yep that will help you,,0
21318,please check  buddy,,0
21319,giveawys and dao collabs also having a master guru bohemian,,1
21320,welcome,,0
21321,hi,,0
21322,gm,,0
21323,hello guys,,0
21324,how do we get wl pls,,1
21325,just joined the house,,0
21326,hi,,0
21327,hi,,0
21328,all good mate,,0
21329,great wbu,,0
21330,awesome  ,,1
21331,yep we are all here excited about it,,1
21332,how s the bohemia fam doing,,0
21333,awaiting wl to be assigned,,1
21334,can t wait to mint it out,,1
21335,all good buddy,,0
21336,yo,,0
21337,have a good night fam,,0
21338,welcome bro,,0
21339,good bro  how are you,,0
21340,how are you doing fam,,0
21341,gn,,0
21342,hello from nao dao,,0
21343,hey bro,,0
21344,hey man,,0
21345,hi guys,,0
21346,yeah  july,,0
21347,woopwoop,,1
21348,july  bud,,0
21349,thanks so much you guys are mf awesome,,1
21350,is there a date set of the tailsman mint,,1
21351,haha it s ok not a problem at all  ,,0
21352,lfgggg,,1
21353,bless that s chill i m pharmacist so im honestly busy asf and i don t wanna miss submissions lol that s my biggest weakness,,0
21354,woop  ,,1
21355,we have your wallet already from dyno form,,1
21356,you already submitted your wallet when you filled the form budd   ,,1
21357,gm gm,,0
21358,not,,0
21359,awesome thanks,,1
21360,hey how is it going man,,0
21361,i think not yet  he can confirm if it open,,0
21362,hi,,0
21363,wallet submit yet,,1
21364,nice im here in case if you need anything you can also dm me for anything you want to know about the project,,0
21365,gm,,0
21366,gm,,0
21367,gn,,0
21368,gm,,0
21369,i just scratch it enough sol i ll definitely buy one,,1
21370,hi,,0
21371,woopwoop,,1
21372,hey,,0
21373, i do wanna mint this project,,1
21374,hello,,0
21375,gm,,0
21376,are you planing to buy some bohemia,,1
21377,        ,,0
21378,youre welcome man,,0
21379, thank you,,0
21380,yep team building a lot of crazy stuff good luck buddy,,1
21381,somehow,,0
21382,hoping to win a giveaway for wl,,1
21383,just joined in here,,0
21384,hello the art looks dope asf,,1
21385,for sure i was there  month last year,,0
21386,gmmmmm   welcome,,0
21387,hhahaa can imagineeeeee seasia more enjoyable,,1
21388,because in mongolia soo cold during  to feb bro,,-1
21389,bali  ,,0
21390,where are you be in dec  bro,,0
21391,hello from dragon,,0
21392,yeah bro i was in malaysia,,0
21393,gonna be in bali later this year,,1
21394,would be dope,,1
21395, ,,0
21396,ethereum projects going to be done tomorrow  early next week for the roles check one of the previous   ,,0
21397,i can change,,0
21398,next door,,0
21399,drop by malaysia dude,,0
21400,still waiting for the the wl from okaybear winner,,1
21401, i was planning to live in thailand dec  to feb like nomad i can meet you there bro,,1
21402,sup peeps,,0
21403,hmm,,0
21404,nice right,,0
21405,yeah,,0
21406,just finished reading this looks awesome,,1
21407,s,,0
21408,come on man,,0
21409,no doubt about thay,,0
21410,definitely gonna utilize everything to the full potential and getting myself a fabulosa lol,,1
21411,  ,,0
21412,what is your plan,,0
21413,but if you got fabulosa you can make spell,,0
21414,welcome bro,,0
21415,hello guys,,0
21416,hhe,,0
21417,gameing keyboard issue,,-1
21418,it is ok bro,,0
21419,perfect thanks for ur help amar,,1
21420,if you got role already got i think,,0
21421,gn guys,,0
21422,yeah bro,,0
21423,well i won from a project and already have the talisman master role so im wled right,,1
21424,for other timezones,,0
21425,gn,,0
21426,gm   ,,0
21427, wl for each  guru master,,1
21428,thank you,,0
21429,yea i won already and have the role i believe,,1
21430,woopwoop,,1
21431,welcome,,0
21432,yo bro,,0
21433,hi from pakita  ,,0
21434,please read just what i send above,,0
21435,hi all from pakita,,0
21436,hi from pakita,,0
21437,easy way to understand,,0
21438,hi,,0
21439,hi from pakita,,0
21440,let me explain for you bro to get wl fabulosa you need wl or dao wl im saying right  bro,,1
21441,hello,,0
21442,hi from pakita,,0
21443,i filled the form,,0
21444,it s raffle,,0
21445,raffle bro,,0
21446,hey from pakita,,0
21447,its not a fcfa haha,,0
21448,hi,,0
21449,its raffle bro,,0
21450,yeah,,0
21451,where can we post proof from pakita,,0
21452,hi,,0
21453,hi from pakita,,0
21454,where to show proof,,0
21455,from pakita,,0
21456,hello from pakita,,0
21457,hi from pakita,,0
21458,hi from pakita,,0
21459,hi from pakita,,0
21460,but which one u talking about,,0
21461,love it homie so excited to be part of this project,,1
21462,gm fam,,0
21463,this my home,,0
21464,on where im owning almost  i cannot remember and best is bohemia that is why my pfp is guru master with sensei suit bro,,0
21465,for you just better to read my discord bio,,0
21466,     lets goo,,1
21467,im reading through everything rn to catch myself up to speed,,0
21468,oo i still need both those to mint,,1
21469,im everywhere,,0
21470,see u on the other side fam   ,,0
21471,but you still need woop and love letter,,0
21472,welcome all for fabulosa,,1
21473,    i will join you soon hahaha,,0
21474,hii,,0
21475, ,,0
21476,thanks super excited to win from akumu,,1
21477,hey,,0
21478,all good thanks,,0
21479,  ,,0
21480,great and u ,,0
21481,how is it going buddy,,0
21482,gm sango,,0
21483,gm frenchy    have a nice day congrats  ,,1
21484,gm fam,,0
21485,gm   ,,0
21486,gm gm everyone,,0
21487,still enough chance to get one bro,,1
21488,gonna have a look at it,,0
21489,i think you should list on httpswwwearlycoinsio new nfts are listed here everyday there may be get more more people to mint and  its also free to list,,0
21490, ,,0
21491,people getting from collabs and as i am new in nfts so i am not part of any collab,,0
21492,but not me  ,,0
21493,new boho as well     ,,0
21494,hi,,0
21495,whats good everyone   ,,0
21496,lfg,,1
21497,woop wooppppp lfg     ,,1
21498,thank you  ,,0
21499,yoo,,0
21500,  ,,0
21501,heyy,,0
21502,gm guys,,0
21503,yep,,0
21504,i see more and more people having wl  ,,1
21505,congrats,,1
21506, i got surprised when i saw the same its brilliant really looking forward to minting,,1
21507,good morning,,0
21508,gm,,0
21509,oh i won talisman master role lfg,,1
21510,hello,,0
21511,did you bought it ,,1
21512,hi,,0
21513,oops waiting for role haha,,0
21514,this is for you amazing team ,,1
21515,hi,,0
21516,yeeeha,,0
21517,welcome the newest member,,0
21518,ohh i got it,,0
21519,guys i won febulosa wl in mintown,,1
21520,gm,,0
21521,yo,,0
21522,gm,,0
21523,hello,,0
21524,hi,,0
21525, hi,,0
21526,gm,,0
21527,hopefully i win the raffle,,1
21528,hello from neohunters,,0
21529,gm,,0
21530,when did  was the mint,,1
21531,welcome everyone,,0
21532,probably you are here for fabulosa,,0
21533,mint for bohenia was ,,1
21534,helloo,,0
21535,hi guyshow much was the mint price ,,1
21536,oh okay okay,,0
21537,it was on blocksmith labs discord for holders got today i think,,1
21538,lets go guys,,0
21539,hi here from cool cats  ,,0
21540,oh so when was the raffle and when did you get this role,,0
21541,i got it from blocksmith labs raffle i have submitted wallet now i remember,,1
21542,bro how did you get talisman master role,,0
21543,wallet submission for talisman,,1
21544,how r u guys,,0
21545,you willl need a guru master bohemian to be included for the wl snapshot   u can check  and some   thanks fam,,1
21546,hi so if i get a bohemia now what will i be missing   i know that fabulous is coming soon so if i try to get bohemia now will i get wl for fabulous,,1
21547,whats up fam,,0
21548,wen w,,0
21549,hi guys any mod online please i have a few questions,,0
21550,yoo,,0
21551,hey everyone,,0
21552,welcome all to bohemia,,0
21553,welcome,,0
21554,welcome everyone,,0
21555,suppp,,0
21556,maybe you can join us when fabulosa its coming,,0
21557, i mean  ,,0
21558,guru master is ,,0
21559,ohh but  sol i dont have  ,,0
21560,morning,,0
21561,hey hey,,0
21562,gm,,0
21563,morning,,0
21564,whazz up,,0
21565,heyoooo,,0
21566,gmgm,,0
21567,guru master will be a guaranteed wl for fabulosa  ,,1
21568,hey you can buy a boho from me,,0
21569,gm,,0
21570,gm,,0
21571,hey,,0
21572,hi,,0
21573,yooo akumu dragonz for the mf win glad to be here,,1
21574,how can i get bohemed  ,,1
21575,hii,,0
21576,gm,,0
21577,hello ,,0
21578,raid timeee raid this fam  ,,1
21579,gm,,0
21580,hello,,0
21581,hi,,0
21582, ,,0
21583,okay thanks ,,0
21584,hey fam how you doing,,0
21585,thats the one you sent,,0
21586,check,,0
21587,we still have few daos to finish,,1
21588,catalina whales,,0
21589,wich dao do you come from,,0
21590,hi fam,,0
21591,okay fam,,0
21592,guess i didn t win thanks,,-1
21593,let me have a look,,0
21594,this is my wallet,,1
21595,can you confirm me my wallet please,,1
21596,you will have the talisman master role,,0
21597,how do we know if we won raffle for our project,,1
21598,ya wat he said,,0
21599,from the dyno form,,0
21600,we already have your wallet,,1
21601,bro you know how to submit wallet,,1
21602,gm,,0
21603,how to submit wallet ,,1
21604,hi,,0
21605,sup,,0
21606,did you won already,,0
21607,still waiting for mine to come,,1
21608,congrats man,,1
21609,gm,,0
21610,hey welcome,,0
21611,talisman role  ,,0
21612,yes sir congrats,,1
21613,hu,,0
21614,hey from nao dao,,0
21615,gm,,0
21616,talisman master means i m in,,1
21617,yooo,,0
21618,gm,,0
21619,gm,,0
21620,yess,,0
21621,gl hope it moons for you,,0
21622,gm,,0
21623,sold one at  holding one,,1
21624,that s good for you,,0
21625,minted two at  sol,,1
21626,that s good,,0
21627,ok you on it,,0
21628,probably gonna moon more,,1
21629,gm,,0
21630, to ,,0
21631,thank you for your appreciation glad you like it im sure gringo is working hard to make it done,,1
21632,lfg,,1
21633,what about it,,0
21634,nope not on my list of projects,,0
21635,chill fam this is general area holders  area is in   and it is the weekend things are a little more lull,,0
21636,you guys seeing delysid,,0
21637,welcome to bohemia,,0
21638,glad you like the art a lot of ppl love them,,1
21639,gm all,,0
21640,i love the  this art is unique and beautiful,,1
21641,hi,,0
21642,hello  ,,0
21643,hello,,0
21644,yo,,0
21645,hello guys  welcome  ,,0
21646,gmgm,,0
21647,gm,,0
21648,gm,,0
21649,hi,,0
21650,what you confused about bro,,-1
21651,thats pretty sad,,-1
21652, sorry for the late answer  ,,0
21653,hey,,0
21654,hey you need to unstake it and the stake it again in the retreat section,,0
21655,helo,,0
21656,hey guys i just saw that we are listed on nftartpedia  we all need to vote for fabulosa so we can get more exposure here is the link  httpsnftartpediacomcollectionsfabulosa lets do this    thank me later,,1
21657,gm guys considering buying one today,,1
21658,wow great community,,1
21659, ,,0
21660,gm,,0
21661,plz help guys i am very confused,,-1
21662,gm,,0
21663,plz help,,0
21664,welcome buddy howdy,,0
21665,when i go to aya retreat it says i must stake bohs to become guru master but i have mine staked and nothing has happened,,-1
21666,i have two bohs with guru letters how do i transform it,,0
21667,hey fam plz can you help me with retreat,,0
21668,hello,,0
21669,hi,,0
21670,hello fam,,0
21671,hello from neo hunters,,0
21672,hi fam,,0
21673,l project,,0
21674,welcome all,,0
21675,hello,,0
21676, ,,0
21677,gm,,0
21678,good morning guys,,0
21679,hej,,0
21680,helloo,,0
