,Chat_msg
22560,what uppppppp dj
22561,hello sir
22562,not really just one from school  
22563,little woopwoop circle just outside of town
22565,we hanging out at the gates tonight
22566,the lower one is sisig left is like a deep friend pork leg and calamari is on the right
22567,haha you met any indians irl
22568,oh damn hahaha
22569,good morning
22570,good morning
22571,gm
22572,looking delicious what these called
22573,they both came to visit one is my friends gf and another was my ex lol
22574,oh here
22576,i will mint fabulosa just waiting for wl
22577,they travelled there or staying in india
22578,yo
22579,ah of course india and cricket haha
22580,looks like i just bough a bohemia yesterday at the bottom lmao
22581,no not always today is sunday and i just came from stadium  cricket so i am feeling hungry
22582,i really like the art
22584,yes but i eat  times a day
22585,both of them came to india lol
22586,met actually  of them
22587,thx but you haven t sent me pics yesterday
22588,yeah
22589,lunch in  mins thats too early man
22590,have a good lunch fam
22591,just came from stadium
22592,how you met them
22593,good morning
22594,i am going to have in around  mins
22595,well a few real life and a lot online
22596,just had my lunch and u
22598,wtf really online friends or real life friends
22599,badhiya bhai
22600,oh nice i am from bhubaneswar
22601,yes bro from new delhi and you 
22602,oh you also from india
22603,how are you today
22604,guess what i have plenty of friends from ph as well
22605,yes india   
22606,gm fma
22607,im from philippines
22608,damnn ive been seeing more and more fam from india  
22609,good morning guys
22610,haha see matching minds
22611,i am from india and you
22612,relatively early
22613,hahahah its not that bad where u from seems like were a bit close to each other
22615, am lol dont judge
22616,damnn what time is it over yours
22617,hope i win it
22618,not much fam just woke up still drowsy lol
22619,whats up fam
22620,hello hello how is it going fam
22622,hi thanks for the info
22623,fabulosa   and  here
22624,welcome everyone
22625,yo
22626,hi fam
22627,wait for it fam hopefully the team can set it up for you asap
22629,ok i created the ticket ty
22630,gm  
22631,morning people
22634,the team will try to make the process faster
22635,oh
22636, state your case and attach the guru master id number in your ticket  
22637,it can take time to be recognized
22638,i mean around  hours ago
22639,yesterday
22640,or  deciphered 
22641,and when was your guru letter minted
22642,yes
22643,do you have  woop  enough sol for gas
22644,but its in my wallet
22645,but for some reason its not finding my guru letter
22646,im trying to send my boho to the retreat
22647,what s going on broho
22648,can you help me with something
22650,    
22651,congrats on the role
22654,soo
22655,hey fam
22656,l
22657,unfortunately the cutoff has since passed but there will be opportunities to win a talisman as a nonguru boho holder
22658,hello there frens
22659,w
22661,gm
22662,gm everyone
22663,gm
22664,gm
22665,gm
22666,gm
22667,have a fab sunday u all
22668,how s it going fam
22670,whats up
22672,yoooo
22674,supppp
22675,indeed if you see the things that they working to deliver quite a lot of stuff
22676,i believe they are reasonable team
22678,let s do that then appeal to team
22679,yeah regardless you need to guru master it first
22680,but as far as i know it is missed the cutoff
22681,im still considering to buy cause it will increase the amount of woop i farm
22682,i think you can raise it to team i am not sure how it will be
22683,all good thanks
22685,oh so im  days too late
22686,ah based on the announcement you are not likely to make the deadline coz retreat is  days and the snapshot is  july
22687,this work team never rests they always answer all questions i think we must have patience and trust in the project this is our future
22688,feelin fabulous
22689,im basically asking bc i dont have enough woop to send my boho to a retreat im considering to buy some
22690,bobohemia
22691,hi
22692,oh ty it was my  try
22693,congrats on your guru message btw
22694,just do it first no mods around to answer this one
22695,finally got a guru letter
22696,hmmm if i start my ayuasca retreat today i still have time to get a fabulosa wl
22697,hello
22698,yo
22699,kindly wait for it  assigning of roles is over the weekends thank you
22700,still missing wl spot from okay bears
22701,hi
22702,welcome everyone
22703,hii
22704,gm fam
22705,hi
22707,woopwoop
22708,love
22711,hi
22712,hello
22718,gm everyone
22719,good morning
22720,hey
22721,hello
22722, percent it was a nice fight til the eyepoke
22724,that was an unfortunate ending
22725,ayoo guys
22726,how we know if the raffle is done from our projects
22728,test
22729,gn fox fam
22730,meeee
22731,gm
22732,gn fam
22733,anybody watching the o malley fight
22734,good day all
22735,hey fam basically  july be the snapshot for guru masters then they would airdrop the talisman for  july mint mint should be in sol i believe
22737,hi gn
22738,gm
22739,gm  
22740,gm gif man
22741,gm
22742,im back
22743,heyy
22744,fabulosa    here
22745,gm everyone
22746,yo
22747,hi
22748,hey
22749,enjoy a wl raffle exclusive for bohemia holders  spots one public and another for boho profiles with pfp on twitter  
22750,gang gang
22752,no
22753,gm
22754,can someone explain me how gonna works  july fabulosa mint i passed some days away from discord
22755,gn
22756,ayo
22759,wassup guys
22760,hi
22761,welcome all to bohemia
22762,gn
22764,gm
22765,thanks    
22766,gm
22767,hey how are youuu
22768,here too
22769,gm dude
22770,hi
22771,beautiful saturday here
22772,gm
22773,hi how are you 
22774,alright
22775,thank you   
22776,hi
22777,go check out  and   for fabulosa
22778,welcome to bohemia
22779,hey how are u
22782,hello guys gn
22783,yo
22784,okay thanks   
22785, you minted
22786,yeah dev ruged as everyone knows and zabra is streaming something trying to explain in the voice
22787,gn
22788,hii
22789,damn real shit
22790,    killer cowboys rugged in case anyone minted   
22791,hello
22792,hello
22793,hey
22794,it is a very good project and loved by the community its art is original and very outgoing that is what makes it a good project
22795,fabulosa   and  here
22796,heyyo
22797,how is this project 
22798,hey
22799,your welcome mate
22800,okay thanks
22801, and 
22802,how to get wl here 
22803,gm
22804,hello
22805,gm
22806,heyoo
22809,gn
22810,have a good day  
22811,welcome everyone
22812,gn guys
22813,hello
22814,how s everyone s saturdaysunday going
22815,hello
22816,wass good
22818,quiet here
22819,yo
22820,hey
22822,there is nobody here
22823,sup
22824,gm
22825,gm
22826,hi
22827,gm
22828,gm
22829,hey
22830,yaaaaaaaaaaas
22832,oooh i got it
22833,hey
22835,woopwoop
22836,oh ok sir thanks
22837,spam i got rid of it
22838,wtf
22840,thx tou sir
22842,goodluck fam
22843,welcome fam
22844,hey
22845,hey
22847,gm
22848,gm
22849,so happy i bought the boho dip  any papers looking to sell a boho for  sol
22851,lfg
22853,gm sir
22855,gm
22856,ill do that sir have a great day
22857,continue doing good job fam  
22858,gm
22859,gm
22860,yes i see i am very active sir xd
22861,thanks and you too
22862,have a good weekend fam
22863,yes theres a chance  
22865,cool and calm
22866,that if you can get wl being active and collaborative
22867,my best investment
22868,im doing good   and u
22869,what u mean
22870,hw are you doing
22871, so if its true
22872,good day fam
22873,oh ok sir
22874,gm
22875,good day sir
22876,boss
22878,churchdao
22879,check some info here   
22880,happy sunday and it s also coffee time for me
22881,but wl for what
22882,its a doubt bro
22883,for what
22884,if i am active in the community they give me wl
22885,whats your q
22886,gn
22887,oh nice sir im a little tired but ok i have a question
22888,gn
22889,just woke up fam gonna have my coffee and head out in a bit   and you
22890,gm sir how are you
22891,welcome everyone gm gm gm
22892,welcome
22893,guys
22894,hi from culture dao
22895,yo
22898,gn
22899,hi
22901,absolutely blown away by all of the talent in  first time i ve ever heard any street sing
22902,hehehe brujaaaaa   
22903,hii
22904,sup
22906,hi
22907,gm
22908,hello welcome   
22909,hi from neo hunters  
22910,hi guys
22911,hello there
22912,good luck buddy   
22913,hope you can get one   
22914,hi
22915,thank you   
22916,yes thats the only way you get guaranteed wl
22917,thank you the response really appreciate it so the best thing to do is to get a guru from the floor
22918,some are done some in progress
22919,raffles done
22920,hey there unfortunately you wont have time tomake him a guru because this takes  days and snapshot is on  july
22921,as they said snapshot will be taken  week before the mint so its normally  july
22922,alright appreciate your response but how do we know if the snapshot is taken or not
22923,but not sure if snapshot had been taken
22924,better to buy guru immediately
22925,love the sneek peeks
22926,gm
22927,gm all
22928,gm everyone
22929,gm
22930,just wanted to check if i can still get a bohemia from the floor and make him a guru in time for the fabulosa mint thanks in advance
22931,hi fam hope everyone is well and good
22932,yo guys wtsup
22934,yo
22936,you dont need to open tickets its all good we will assign roles soon
22937,dear mods i won from a collab a while ago just wondering is it usually dtc or do we need to open ticket thanks  
22938,yoo
22939,yo
22940,hello how are you
22941,thanks man
22942,good luck buddy
22943,i will check it
22944,im here to get collab hopefully
22945,i have a project check it if you want in my bio
22946,me too
22947,nice to meet you fam
22948,yeah
22949,your have an arabic name
22950,thats why i asked
22951,morocco
22952,lebanon and you
22953,where are you from btw 
22954,ah okay
22955,no i want to make a collab
22956,you won a wl
22957,just waiting for someone to answer my ticket
22958,great
22959,yep the second collection will mint soon  july
22960,hey gys
22961,gm its night here
22962,is there a mint soon
22963,hello
22964,gm
22965,hello guys
22966,hello
22967,hello
22968,hello guys
22969,hello
22970,h
22971,heyoo
22972,gg
22973,gn
22974,hi
22975,twitter giveaway is up 
22976,hey  
22977,hi mate
22978,hello mate
22979,hello dude
22980,hello
22982,hii all
22983, hey sir
22984,sol
22985,or woop
22986,is mint with sol
22987,good and you
22988,hry
22989,hey
22990,supp
22991,hey fam
22993,howdey everyone
22994,hii
22995,no  
22996,so is there a new role on me  
22997,hi
22998, take care of them in the whale chat was a pleasure  
23000,hii
23001,hi welcome
23002,yeah for some of them the waiting time is pretty long unfortunately
23003,working on my forth guru master
23004,hii
23005,but am i wrong it shouldnt take that long fo thet master guru letter to show up its noit the first guru i made but definitely hte longest i have waited
23006,see you opened a ticket
23007,we can look into and make it right fam were not in the business of fucking people over
23008,mint time june    pm utc
23011,please  and lets see what we can doo  
23012,when did you get the guru letter 
23013,i dont get iti buy a bunch of bottles have them deciphered and finally get a master guru letter so i can send my bohemian on retreat to become a master before the deadine so i can be airdropped a fabulosa but its been  days and still my guru letter isnt recognized at the retreatjust not fair
